order_id,customer_id,order_date,payment_method,order_status
2543,427,2025-01-20,Credit Card,Delivered
2544,750,2024-04-22,Credit Card,Delivered
2545,36,2025-11-24,UPI,Cancelled
2546,166,2025-07-13,Debit Card,Delivered
2547,232,2024-09-04,Debit Card,Cancelled
2548,706,2024-03-21,UPI,Delivered
2549,551,2024-11-07,Debit Card,Delivered
2550,736,2024-03-18,Debit Card,Cancelled
2551,858,2024-10-29,Debit Card,Cancelled
2552,890,2024-10-23,Debit Card,Cancelled
2553,263,2024-01-19,Credit Card,Cancelled
2554,400,2025-03-16,Credit Card,Cancelled
2555,341,2024-02-29,COD,Cancelled
2556,693,2025-11-07,UPI,Delivered
2557,966,2025-09-02,COD,Cancelled
2558,759,2025-06-30,COD,Cancelled
2559,586,2025-02-15,Credit Card,Delivered
2560,595,2025-04-14,Credit Card,Delivered
2561,318,2025-01-27,Credit Card,Delivered
2562,996,2025-01-26,UPI,Delivered
2563,395,2024-09-28,UPI,Delivered
2564,151,2025-02-24,COD,Delivered
2565,506,2025-03-28,Debit Card,Delivered
2566,376,2025-09-05,Credit Card,Delivered
2567,211,2025-03-03,UPI,Delivered
2568,23,2024-07-21,Debit Card,Cancelled
2569,10,2024-08-10,Credit Card,Delivered
2570,958,2025-02-14,Debit Card,Cancelled
2571,242,2024-06-09,Credit Card,Cancelled
2572,745,2025-05-19,Debit Card,Delivered
2573,196,2024-06-01,Credit Card,Delivered
2574,695,2024-06-25,COD,Delivered
2575,145,2024-12-01,Debit Card,Delivered
2576,235,2025-11-26,UPI,Cancelled
2577,853,2025-05-02,Credit Card,Cancelled
2578,682,2024-06-05,COD,Delivered
2579,53,2025-11-04,COD,Delivered
2580,74,2024-10-18,COD,Delivered
2581,543,2025-11-25,Debit Card,Delivered
2582,992,2025-08-10,COD,Cancelled
2583,348,2024-12-22,UPI,Cancelled
2584,551,2024-09-02,UPI,Delivered
2585,593,2025-09-18,COD,Delivered
2586,636,2024-07-02,UPI,Cancelled
2587,331,2025-09-09,UPI,Cancelled
2588,800,2024-03-07,COD,Delivered
2589,583,2024-07-01,UPI,Delivered
2590,541,2025-05-19,COD,Cancelled
2591,395,2025-05-02,COD,Delivered
2592,854,2024-03-18,Debit Card,Delivered
2593,456,2024-12-21,Credit Card,Cancelled
2594,321,2025-09-21,Debit Card,Delivered
2595,7,2025-04-28,Credit Card,Delivered
2596,54,2025-10-08,Debit Card,Cancelled
2597,14,2024-10-24,COD,Cancelled
2598,712,2025-08-07,Credit Card,Delivered
2599,551,2024-06-23,Credit Card,Delivered
2600,968,2024-03-16,Debit Card,Delivered
2601,385,2025-02-25,Debit Card,Delivered
2602,83,2024-06-03,COD,Delivered
2603,580,2024-12-24,Credit Card,Delivered
2604,576,2025-04-23,Credit Card,Cancelled
2605,221,2025-10-06,Debit Card,Cancelled
2606,428,2025-05-21,Debit Card,Cancelled
2607,227,2025-02-12,Credit Card,Delivered
2608,603,2025-08-26,UPI,Delivered
2609,7,2024-08-18,COD,Delivered
2610,22,2025-03-30,Credit Card,Cancelled
2611,831,2024-06-13,Credit Card,Delivered
2612,262,2025-09-02,Debit Card,Delivered
2613,73,2025-12-10,Debit Card,Cancelled
2614,574,2025-10-31,COD,Delivered
2615,756,2024-09-26,Debit Card,Delivered
2616,971,2024-10-11,Debit Card,Delivered
2617,368,2025-06-05,UPI,Delivered
2618,547,2024-09-12,UPI,Delivered
2619,421,2025-05-27,COD,Delivered
2620,461,2024-12-24,COD,Cancelled
2621,350,2025-03-16,COD,Cancelled
2622,809,2024-01-15,Debit Card,Cancelled
2623,612,2024-04-29,Debit Card,Delivered
2624,583,2024-03-07,UPI,Delivered
2625,79,2025-01-10,Credit Card,Delivered
2626,990,2025-03-15,Debit Card,Delivered
2627,452,2025-10-26,Credit Card,Cancelled
2628,610,2025-09-29,Credit Card,Delivered
2629,848,2024-03-09,UPI,Delivered
2630,799,2024-06-21,Debit Card,Delivered
2631,854,2024-03-12,COD,Cancelled
2632,84,2024-10-07,COD,Delivered
2633,499,2024-03-22,COD,Delivered
2634,231,2024-12-17,Debit Card,Delivered
2635,777,2025-01-24,Credit Card,Cancelled
2636,30,2024-11-25,COD,Delivered
2637,911,2024-10-03,COD,Cancelled
2638,928,2025-08-10,UPI,Delivered
2639,752,2025-05-13,Debit Card,Delivered
2640,165,2025-01-15,COD,Delivered
2641,741,2024-05-18,Debit Card,Delivered
2642,9,2025-05-27,UPI,Delivered
2643,153,2024-04-15,UPI,Cancelled
2644,369,2024-06-06,Debit Card,Delivered
2645,357,2025-08-28,UPI,Delivered
2646,643,2024-09-12,Debit Card,Cancelled
2647,91,2025-02-09,Credit Card,Cancelled
2648,398,2024-01-21,Debit Card,Cancelled
2649,635,2024-06-21,Credit Card,Delivered
2650,368,2025-01-18,Debit Card,Cancelled
2651,168,2025-06-24,Debit Card,Delivered
2652,489,2024-11-12,COD,Delivered
2653,56,2024-07-19,COD,Delivered
2654,280,2024-10-31,Credit Card,Cancelled
2655,730,2025-07-23,UPI,Cancelled
2656,344,2024-07-02,Debit Card,Delivered
2657,170,2025-07-07,Credit Card,Delivered
2658,767,2025-02-10,COD,Cancelled
2659,2,2024-01-10,Debit Card,Delivered
2660,570,2024-07-07,Debit Card,Delivered
2661,24,2025-07-26,Debit Card,Delivered
2662,964,2024-12-10,UPI,Delivered
2663,234,2025-01-23,COD,Delivered
2664,851,2025-04-06,Credit Card,Delivered
2665,340,2024-01-18,UPI,Delivered
2666,892,2025-05-19,UPI,Delivered
2667,257,2025-02-07,COD,Delivered
2668,999,2025-10-17,Credit Card,Cancelled
2669,50,2024-11-27,COD,Delivered
2670,909,2025-02-21,UPI,Delivered
2671,845,2025-04-12,Credit Card,Delivered
2672,38,2024-06-08,Debit Card,Delivered
2673,763,2024-02-11,Credit Card,Delivered
2674,35,2024-03-07,COD,Delivered
2675,484,2024-08-06,Debit Card,Delivered
2676,544,2025-02-23,Debit Card,Delivered
2677,180,2025-03-28,Credit Card,Delivered
2678,738,2024-12-25,Credit Card,Cancelled
2679,626,2024-03-15,Debit Card,Cancelled
2680,773,2025-01-31,UPI,Delivered
2681,510,2025-07-20,COD,Delivered
2682,319,2024-08-03,COD,Cancelled
2683,945,2025-07-16,UPI,Delivered
2684,258,2024-01-30,COD,Cancelled
2685,499,2024-05-18,Debit Card,Cancelled
2686,785,2024-11-08,Credit Card,Cancelled
2687,983,2024-05-26,COD,Cancelled
2688,730,2024-11-02,UPI,Cancelled
2689,475,2025-09-01,COD,Delivered
2690,661,2025-10-28,Credit Card,Cancelled
2691,958,2025-10-05,Credit Card,Cancelled
2692,114,2025-10-22,Debit Card,Cancelled
2693,584,2025-04-20,Credit Card,Delivered
2694,25,2024-10-23,Debit Card,Delivered
2695,821,2025-08-22,Debit Card,Delivered
2696,643,2025-08-09,UPI,Delivered
2697,49,2024-10-30,Credit Card,Delivered
2698,59,2024-02-12,Debit Card,Cancelled
2699,347,2024-03-11,Debit Card,Delivered
2700,374,2025-11-23,COD,Delivered
2701,759,2024-08-04,Credit Card,Delivered
2702,63,2025-05-03,Credit Card,Cancelled
2703,327,2025-03-04,COD,Delivered
2704,942,2024-07-21,UPI,Delivered
2705,665,2024-03-16,Debit Card,Delivered
2706,365,2025-04-05,Debit Card,Cancelled
2707,994,2025-10-13,Credit Card,Cancelled
2708,650,2025-05-28,Debit Card,Delivered
2709,496,2024-09-11,Debit Card,Cancelled
2710,304,2024-12-31,Credit Card,Cancelled
2711,605,2025-09-13,UPI,Delivered
2712,565,2025-10-15,COD,Delivered
2713,268,2025-07-09,Credit Card,Cancelled
2714,434,2024-05-31,Debit Card,Delivered
2715,317,2024-03-28,UPI,Delivered
2716,608,2024-02-06,Debit Card,Delivered
2717,805,2025-03-15,UPI,Delivered
2718,751,2025-04-26,Credit Card,Delivered
2719,889,2025-09-13,Credit Card,Delivered
2720,536,2024-03-19,COD,Cancelled
2721,437,2024-02-16,UPI,Cancelled
2722,393,2025-08-18,Credit Card,Delivered
2723,689,2024-08-12,UPI,Delivered
2724,894,2024-10-19,UPI,Delivered
2725,202,2025-01-28,Credit Card,Delivered
2726,39,2025-12-25,UPI,Cancelled
2727,70,2025-06-27,COD,Delivered
2728,930,2024-09-12,Credit Card,Delivered
2729,59,2024-03-02,Debit Card,Delivered
2730,347,2025-07-27,COD,Delivered
2731,262,2025-01-11,Debit Card,Delivered
2732,136,2024-06-17,UPI,Cancelled
2733,501,2024-06-23,Credit Card,Delivered
2734,111,2024-10-20,Debit Card,Delivered
2735,37,2025-08-06,Debit Card,Delivered
2736,133,2024-11-10,UPI,Cancelled
2737,353,2024-03-17,Credit Card,Cancelled
2738,745,2025-12-20,UPI,Delivered
2739,795,2024-08-14,Credit Card,Delivered
2740,936,2025-11-03,Credit Card,Delivered
2741,731,2024-02-23,Debit Card,Cancelled
2742,619,2025-04-05,COD,Delivered
2743,512,2024-09-15,COD,Delivered
2744,808,2025-10-31,UPI,Delivered
2745,995,2025-11-03,UPI,Delivered
2746,688,2025-06-12,Credit Card,Cancelled
2747,959,2024-05-07,UPI,Delivered
2748,197,2024-03-29,Credit Card,Delivered
2749,365,2025-03-09,Credit Card,Delivered
2750,790,2024-12-29,Credit Card,Delivered
2751,706,2025-04-11,UPI,Cancelled
2752,958,2025-02-11,UPI,Cancelled
2753,877,2024-12-21,Credit Card,Cancelled
2754,227,2025-05-24,COD,Cancelled
2755,204,2025-04-27,UPI,Cancelled
2756,134,2024-09-07,Credit Card,Cancelled
2757,560,2024-10-16,Debit Card,Delivered
2758,82,2025-03-24,UPI,Delivered
2759,394,2024-11-18,COD,Cancelled
2760,125,2024-12-26,COD,Delivered
2761,892,2024-11-12,COD,Cancelled
2762,55,2025-06-17,COD,Delivered
2763,440,2025-04-05,COD,Cancelled
2764,895,2025-09-15,COD,Cancelled
2765,841,2025-12-23,UPI,Delivered
2766,96,2024-02-29,Debit Card,Cancelled
2767,788,2025-12-05,Debit Card,Delivered
2768,857,2024-01-11,UPI,Delivered
2769,525,2024-07-29,Debit Card,Delivered
2770,953,2025-08-19,COD,Delivered
2771,652,2025-04-16,COD,Delivered
2772,762,2025-03-13,UPI,Delivered
2773,170,2025-03-13,COD,Cancelled
2774,306,2024-01-29,Debit Card,Delivered
2775,684,2025-01-09,Credit Card,Delivered
2776,298,2025-03-05,Credit Card,Delivered
2777,226,2025-03-01,UPI,Cancelled
2778,647,2024-11-28,Debit Card,Delivered
2779,647,2024-05-15,Credit Card,Delivered
2780,703,2025-02-15,UPI,Delivered
2781,926,2024-03-02,Credit Card,Delivered
2782,555,2025-01-08,COD,Delivered
2783,146,2024-03-31,Debit Card,Cancelled
2784,137,2025-03-05,Debit Card,Delivered
2785,832,2024-05-20,UPI,Delivered
2786,78,2024-01-27,COD,Delivered
2787,53,2024-03-31,UPI,Cancelled
2788,457,2024-07-17,Credit Card,Delivered
2789,582,2025-12-10,UPI,Delivered
2790,452,2024-12-22,Credit Card,Delivered
2791,287,2025-11-13,Credit Card,Cancelled
2792,898,2024-09-28,UPI,Delivered
2793,498,2025-06-24,Debit Card,Delivered
2794,867,2024-11-12,UPI,Delivered
2795,303,2024-09-22,Credit Card,Cancelled
2796,56,2024-10-14,Debit Card,Delivered
2797,529,2024-02-29,UPI,Cancelled
2798,486,2025-11-08,Debit Card,Cancelled
2799,349,2025-10-04,COD,Delivered
2800,407,2024-07-02,Debit Card,Delivered
2801,677,2025-08-03,Debit Card,Delivered
2802,146,2025-05-18,Debit Card,Delivered
2803,995,2024-01-16,COD,Delivered
2804,275,2024-11-17,COD,Cancelled
2805,724,2025-08-02,Credit Card,Delivered
2806,939,2025-01-24,Debit Card,Cancelled
2807,261,2025-10-29,Debit Card,Delivered
2808,124,2025-11-28,Debit Card,Delivered
2809,767,2024-09-22,Debit Card,Cancelled
2810,403,2024-10-09,Credit Card,Delivered
2811,311,2025-01-28,Debit Card,Delivered
2812,126,2024-09-07,UPI,Delivered
2813,18,2024-08-19,Credit Card,Delivered
2814,416,2024-11-09,UPI,Cancelled
2815,175,2025-01-19,Credit Card,Delivered
2816,240,2025-03-21,Debit Card,Delivered
2817,356,2024-11-27,UPI,Cancelled
2818,615,2025-09-01,Debit Card,Cancelled
2819,954,2025-05-08,UPI,Cancelled
2820,492,2024-10-13,UPI,Cancelled
2821,528,2024-10-10,UPI,Cancelled
2822,597,2024-07-05,UPI,Delivered
2823,176,2024-02-16,UPI,Delivered
2824,180,2024-09-01,Debit Card,Delivered
2825,101,2025-01-23,UPI,Delivered
2826,895,2024-09-18,Credit Card,Delivered
2827,820,2025-08-27,COD,Cancelled
2828,464,2024-11-27,UPI,Delivered
2829,329,2025-04-19,Credit Card,Cancelled
2830,413,2024-10-19,Credit Card,Cancelled
2831,357,2025-07-29,COD,Cancelled
2832,919,2025-04-02,Debit Card,Cancelled
2833,532,2024-11-05,COD,Cancelled
2834,330,2024-06-01,Debit Card,Delivered
2835,520,2025-10-12,COD,Delivered
2836,288,2025-11-21,UPI,Delivered
2837,714,2025-03-23,COD,Delivered
2838,443,2025-01-09,COD,Delivered
2839,651,2025-03-10,COD,Delivered
2840,277,2025-06-07,UPI,Cancelled
2841,895,2025-09-22,UPI,Delivered
2842,221,2025-10-03,Credit Card,Delivered
2843,496,2024-07-12,COD,Delivered
2844,299,2025-04-13,Debit Card,Delivered
2845,793,2025-07-20,UPI,Delivered
2846,100,2024-05-19,Credit Card,Cancelled
2847,749,2024-12-20,Debit Card,Cancelled
2848,789,2025-12-27,COD,Cancelled
2849,34,2024-06-20,Debit Card,Cancelled
2850,421,2024-02-10,Debit Card,Cancelled
2851,847,2024-01-10,Credit Card,Cancelled
2852,900,2025-10-06,Debit Card,Delivered
2853,766,2025-02-11,Credit Card,Delivered
2854,850,2025-07-01,COD,Delivered
2855,554,2025-04-23,Debit Card,Delivered
2856,398,2025-06-30,COD,Cancelled
2857,9,2025-04-10,UPI,Delivered
2858,428,2025-05-21,COD,Delivered
2859,169,2024-03-30,Debit Card,Cancelled
2860,317,2025-03-23,Credit Card,Cancelled
2861,836,2025-08-29,COD,Delivered
2862,945,2025-06-14,Debit Card,Delivered
2863,18,2024-05-11,UPI,Delivered
2864,737,2024-06-20,COD,Cancelled
2865,771,2025-05-25,Credit Card,Delivered
2866,909,2025-12-07,Debit Card,Cancelled
2867,946,2024-12-29,UPI,Cancelled
2868,262,2025-06-04,COD,Cancelled
2869,451,2024-12-28,Credit Card,Delivered
2870,992,2025-06-20,COD,Delivered
2871,333,2025-03-13,UPI,Delivered
2872,164,2024-12-27,Credit Card,Cancelled
2873,583,2024-05-01,COD,Cancelled
2874,770,2024-07-21,Credit Card,Delivered
2875,196,2024-03-06,COD,Delivered
2876,626,2025-12-10,Credit Card,Delivered
2877,797,2024-10-11,COD,Cancelled
2878,15,2024-01-31,Debit Card,Cancelled
2879,628,2025-02-09,Debit Card,Cancelled
2880,60,2024-01-22,Credit Card,Cancelled
2881,861,2024-08-13,UPI,Delivered
2882,296,2025-03-31,Credit Card,Cancelled
2883,343,2024-10-17,COD,Delivered
2884,481,2025-02-16,Credit Card,Delivered
2885,529,2024-02-15,Credit Card,Cancelled
2886,732,2025-08-17,Debit Card,Delivered
2887,484,2024-08-13,COD,Delivered
2888,945,2025-08-27,Credit Card,Delivered
2889,244,2025-02-18,UPI,Delivered
2890,733,2024-06-12,Debit Card,Delivered
2891,480,2024-05-09,UPI,Cancelled
2892,660,2025-10-20,UPI,Cancelled
2893,725,2024-07-05,COD,Delivered
2894,810,2024-06-12,UPI,Delivered
2895,983,2024-12-18,UPI,Delivered
2896,247,2024-09-11,UPI,Cancelled
2897,383,2025-06-25,COD,Cancelled
2898,296,2025-03-19,UPI,Delivered
2899,242,2025-08-26,Debit Card,Cancelled
2900,838,2024-08-03,Credit Card,Delivered
2901,733,2024-05-22,UPI,Delivered
2902,862,2025-08-08,Debit Card,Cancelled
2903,219,2024-02-13,UPI,Cancelled
2904,322,2024-03-17,Debit Card,Delivered
2905,552,2024-08-21,COD,Delivered
2906,51,2024-04-12,COD,Delivered
2907,531,2024-07-13,Debit Card,Delivered
2908,332,2025-12-07,UPI,Delivered
2909,34,2024-05-30,UPI,Delivered
2910,12,2025-08-28,COD,Cancelled
2911,404,2025-03-16,Credit Card,Delivered
2912,583,2025-09-23,Debit Card,Delivered
2913,730,2024-07-27,Credit Card,Delivered
2914,556,2024-07-16,COD,Delivered
2915,882,2024-07-04,Debit Card,Delivered
2916,52,2025-11-15,Credit Card,Delivered
2917,291,2025-10-06,UPI,Cancelled
2918,411,2024-11-16,UPI,Cancelled
2919,495,2025-02-22,COD,Delivered
2920,869,2025-11-27,Debit Card,Delivered
2921,144,2025-09-13,COD,Delivered
2922,634,2024-10-06,Credit Card,Delivered
2923,214,2024-06-22,COD,Delivered
2924,187,2025-01-03,Credit Card,Delivered
2925,535,2025-02-27,UPI,Cancelled
2926,619,2024-04-26,COD,Delivered
2927,116,2024-10-03,Credit Card,Cancelled
2928,907,2024-06-04,UPI,Delivered
2929,306,2025-03-09,Debit Card,Delivered
2930,929,2025-06-04,Debit Card,Delivered
2931,384,2024-04-21,Debit Card,Delivered
2932,458,2025-07-25,Debit Card,Cancelled
2933,720,2025-10-19,UPI,Delivered
2934,791,2024-03-01,Credit Card,Cancelled
2935,775,2024-11-17,COD,Delivered
2936,878,2024-03-19,COD,Delivered
2937,40,2024-12-12,Credit Card,Delivered
2938,529,2025-08-16,Debit Card,Delivered
2939,14,2025-09-17,UPI,Delivered
2940,183,2024-04-19,Credit Card,Delivered
2941,259,2024-12-18,Credit Card,Delivered
2942,973,2025-12-14,COD,Delivered
2943,932,2025-05-29,Debit Card,Delivered
2944,724,2024-09-28,UPI,Delivered
2945,921,2025-02-04,UPI,Cancelled
2946,366,2025-01-20,UPI,Delivered
2947,847,2025-12-23,Debit Card,Delivered
2948,22,2025-04-02,UPI,Cancelled
2949,829,2024-11-16,UPI,Delivered
2950,624,2024-09-27,COD,Cancelled
2951,826,2024-09-05,Credit Card,Delivered
2952,129,2024-12-10,UPI,Cancelled
2953,898,2024-04-23,Debit Card,Cancelled
2954,949,2025-10-04,UPI,Delivered
2955,57,2025-01-17,Credit Card,Cancelled
2956,173,2025-12-20,UPI,Cancelled
2957,148,2025-12-18,Debit Card,Delivered
2958,638,2025-06-04,Debit Card,Delivered
2959,468,2024-07-08,Credit Card,Delivered
2960,783,2025-02-03,UPI,Cancelled
2961,728,2025-05-15,Debit Card,Delivered
2962,401,2025-12-15,Credit Card,Delivered
2963,672,2024-11-24,Debit Card,Cancelled
2964,444,2024-12-04,Debit Card,Delivered
2965,590,2024-09-22,Credit Card,Delivered
2966,379,2024-12-13,UPI,Cancelled
2967,435,2024-09-29,Credit Card,Delivered
2968,145,2024-10-10,UPI,Delivered
2969,149,2025-08-22,Debit Card,Cancelled
2970,485,2025-06-13,UPI,Cancelled
2971,87,2025-05-11,Credit Card,Delivered
2972,386,2025-06-21,Debit Card,Delivered
2973,706,2024-08-26,Debit Card,Delivered
2974,363,2024-04-22,Credit Card,Cancelled
2975,550,2024-06-12,Credit Card,Cancelled
2976,225,2024-08-01,COD,Delivered
2977,427,2025-09-21,Debit Card,Cancelled
2978,984,2025-11-07,COD,Delivered
2979,125,2025-12-29,Credit Card,Delivered
2980,719,2025-06-19,COD,Delivered
2981,490,2025-07-29,Credit Card,Delivered
2982,319,2024-04-10,COD,Delivered
2983,278,2025-10-14,COD,Cancelled
2984,987,2024-02-12,Credit Card,Delivered
2985,48,2024-01-12,UPI,Delivered
2986,851,2025-02-12,Credit Card,Delivered
2987,838,2024-10-02,Credit Card,Delivered
2988,919,2024-07-26,Debit Card,Delivered
2989,455,2025-01-17,COD,Cancelled
2990,512,2025-05-25,UPI,Delivered
2991,59,2025-05-08,Credit Card,Delivered
2992,323,2024-04-01,Debit Card,Delivered
2993,234,2024-10-11,Debit Card,Cancelled
2994,79,2025-10-31,COD,Delivered
2995,283,2025-05-08,UPI,Delivered
2996,972,2025-10-09,Credit Card,Cancelled
2997,135,2025-10-12,Debit Card,Cancelled
2998,402,2024-07-01,Credit Card,Cancelled
2999,184,2024-08-02,COD,Delivered
3000,214,2025-09-29,Debit Card,Delivered
3001,673,2025-01-24,Debit Card,Delivered
3002,257,2024-12-11,UPI,Delivered
3003,401,2025-01-03,COD,Delivered
3004,275,2025-01-12,UPI,Delivered
3005,341,2025-10-22,UPI,Delivered
3006,716,2024-02-03,COD,Cancelled
3007,441,2024-03-23,Credit Card,Cancelled
3008,249,2024-06-06,Credit Card,Delivered
3009,478,2025-06-08,Debit Card,Delivered
3010,641,2024-12-03,Credit Card,Delivered
3011,164,2025-03-09,Debit Card,Delivered
3012,245,2024-01-14,Debit Card,Delivered
3013,675,2025-10-27,COD,Delivered
3014,362,2024-03-17,Credit Card,Delivered
3015,894,2025-12-29,Debit Card,Cancelled
3016,660,2024-02-08,Credit Card,Cancelled
3017,805,2024-12-10,Credit Card,Delivered
3018,623,2024-03-26,COD,Cancelled
3019,440,2024-09-16,UPI,Cancelled
3020,181,2024-01-17,Debit Card,Delivered
3021,86,2024-10-06,COD,Delivered
3022,831,2025-10-09,UPI,Delivered
3023,43,2024-09-24,UPI,Delivered
3024,587,2024-03-30,UPI,Delivered
3025,436,2025-10-02,UPI,Cancelled
3026,340,2025-05-29,UPI,Cancelled
3027,836,2025-07-13,Debit Card,Delivered
3028,198,2024-04-12,COD,Delivered
3029,440,2025-12-27,UPI,Delivered
3030,413,2024-06-10,Debit Card,Cancelled
3031,797,2024-09-01,Credit Card,Delivered
3032,513,2025-08-28,UPI,Delivered
3033,623,2025-08-04,UPI,Delivered
3034,760,2025-04-25,UPI,Delivered
3035,384,2025-08-19,UPI,Delivered
3036,694,2024-09-17,UPI,Cancelled
3037,887,2025-09-17,COD,Cancelled
3038,337,2025-12-02,UPI,Cancelled
3039,256,2024-04-07,COD,Delivered
3040,770,2024-03-24,UPI,Cancelled
3041,60,2025-06-03,Debit Card,Cancelled
3042,22,2024-10-21,Credit Card,Cancelled
3043,79,2025-04-28,Debit Card,Delivered
3044,155,2024-09-21,UPI,Cancelled
3045,691,2025-08-29,COD,Delivered
3046,31,2025-08-03,COD,Cancelled
3047,236,2024-05-03,Credit Card,Delivered
3048,845,2025-12-23,Debit Card,Delivered
3049,915,2025-04-13,Debit Card,Delivered
3050,740,2025-07-09,COD,Cancelled
3051,965,2024-05-05,Credit Card,Cancelled
3052,625,2025-07-08,UPI,Cancelled
3053,758,2024-08-31,UPI,Cancelled
3054,782,2024-03-28,UPI,Delivered
3055,751,2024-07-25,Debit Card,Delivered
3056,582,2024-02-23,COD,Delivered
3057,738,2025-10-05,COD,Cancelled
3058,514,2024-05-19,UPI,Cancelled
3059,962,2024-02-17,Debit Card,Cancelled
3060,909,2024-08-13,COD,Delivered
3061,655,2024-03-23,Debit Card,Delivered
3062,51,2025-12-01,COD,Delivered
3063,282,2024-12-06,COD,Delivered
3064,714,2025-01-04,Credit Card,Delivered
3065,213,2024-04-19,Debit Card,Cancelled
3066,194,2025-01-14,UPI,Delivered
3067,624,2025-06-12,UPI,Delivered
3068,631,2025-12-29,UPI,Delivered
3069,264,2024-08-31,Debit Card,Cancelled
3070,227,2026-01-02,UPI,Delivered
3071,190,2024-05-31,COD,Delivered
3072,780,2025-10-29,Credit Card,Cancelled
3073,196,2024-04-19,Debit Card,Delivered
3074,937,2024-01-19,UPI,Delivered
3075,116,2025-04-19,Debit Card,Delivered
3076,269,2024-06-30,COD,Delivered
3077,17,2024-06-18,COD,Delivered
3078,436,2025-05-21,COD,Cancelled
3079,503,2024-01-14,UPI,Cancelled
3080,298,2025-08-26,COD,Delivered
3081,783,2025-08-05,COD,Cancelled
3082,943,2024-06-27,Debit Card,Delivered
3083,441,2024-09-03,COD,Cancelled
3084,172,2024-10-03,COD,Delivered
3085,887,2025-12-01,COD,Delivered
3086,756,2024-09-08,Credit Card,Delivered
3087,392,2025-07-31,COD,Cancelled
3088,781,2025-05-13,UPI,Delivered
3089,90,2025-11-20,Credit Card,Delivered
3090,455,2025-07-17,UPI,Delivered
3091,801,2024-03-28,Debit Card,Delivered
3092,594,2025-03-12,Credit Card,Cancelled
3093,91,2024-07-04,Credit Card,Cancelled
3094,448,2025-08-10,UPI,Cancelled
3095,809,2025-07-01,COD,Cancelled
3096,162,2025-01-15,UPI,Cancelled
3097,279,2024-02-03,Credit Card,Delivered
3098,101,2025-12-26,Credit Card,Delivered
3099,608,2025-03-02,UPI,Delivered
3100,126,2024-01-12,Credit Card,Cancelled
3101,234,2025-11-09,Debit Card,Delivered
3102,784,2024-06-12,UPI,Delivered
3103,31,2025-07-24,UPI,Delivered
3104,728,2025-12-01,UPI,Delivered
3105,435,2025-12-23,COD,Cancelled
3106,537,2024-11-03,COD,Cancelled
3107,949,2025-01-17,UPI,Cancelled
3108,497,2024-10-04,COD,Delivered
3109,792,2025-04-03,UPI,Delivered
3110,487,2024-11-24,Debit Card,Delivered
3111,667,2024-01-08,Debit Card,Delivered
3112,739,2025-12-07,Debit Card,Delivered
3113,334,2024-09-19,Debit Card,Delivered
3114,692,2025-12-26,Credit Card,Delivered
3115,592,2024-06-09,Debit Card,Cancelled
3116,108,2025-01-02,Debit Card,Cancelled
3117,699,2024-09-17,COD,Delivered
3118,173,2025-08-24,Debit Card,Delivered
3119,19,2025-02-14,Debit Card,Delivered
3120,304,2024-06-06,Credit Card,Delivered
3121,782,2024-04-12,Credit Card,Delivered
3122,289,2024-12-02,Credit Card,Delivered
3123,299,2024-09-02,Debit Card,Delivered
3124,96,2025-09-24,UPI,Delivered
3125,705,2024-08-16,COD,Delivered
3126,407,2024-02-05,COD,Cancelled
3127,78,2024-10-21,UPI,Delivered
3128,397,2025-03-07,COD,Cancelled
3129,933,2025-02-22,UPI,Delivered
3130,139,2024-10-18,Debit Card,Delivered
3131,182,2025-07-03,COD,Delivered
3132,883,2025-05-13,Debit Card,Delivered
3133,972,2024-04-15,Debit Card,Cancelled
3134,137,2025-12-19,Debit Card,Delivered
3135,756,2025-03-01,Debit Card,Cancelled
3136,260,2024-11-02,Credit Card,Cancelled
3137,640,2024-11-11,COD,Cancelled
3138,24,2025-01-28,Credit Card,Cancelled
3139,25,2024-05-29,COD,Delivered
3140,809,2026-01-04,COD,Cancelled
3141,362,2025-02-14,Credit Card,Delivered
3142,821,2025-02-19,Credit Card,Delivered
3143,188,2024-07-03,Credit Card,Delivered
3144,375,2025-02-08,UPI,Delivered
3145,671,2025-04-02,UPI,Delivered
3146,807,2025-05-10,Debit Card,Delivered
3147,225,2024-10-15,Debit Card,Delivered
3148,799,2024-02-03,COD,Delivered
3149,111,2025-06-14,COD,Cancelled
3150,626,2024-06-22,UPI,Cancelled
3151,29,2025-05-12,Credit Card,Cancelled
3152,573,2025-12-31,COD,Cancelled
3153,255,2024-01-25,COD,Cancelled
3154,452,2024-03-27,UPI,Delivered
3155,446,2024-09-06,Credit Card,Cancelled
3156,342,2025-04-30,COD,Cancelled
3157,427,2024-08-20,Debit Card,Cancelled
3158,359,2024-09-21,UPI,Delivered
3159,950,2025-11-14,UPI,Cancelled
3160,754,2025-03-27,Debit Card,Delivered
3161,260,2025-01-30,COD,Cancelled
3162,482,2025-07-13,UPI,Delivered
3163,931,2024-07-14,UPI,Cancelled
3164,368,2025-11-15,UPI,Delivered
3165,349,2025-10-09,COD,Delivered
3166,881,2025-04-16,Credit Card,Cancelled
3167,443,2025-06-02,Credit Card,Delivered
3168,721,2024-03-14,COD,Cancelled
3169,684,2025-05-18,Debit Card,Cancelled
3170,825,2025-04-08,Debit Card,Cancelled
3171,631,2025-12-14,UPI,Cancelled
3172,821,2024-08-25,COD,Cancelled
3173,366,2025-10-26,Credit Card,Delivered
